msg_id,user_id,message,comparison_code,machine code,code by Q,Note,
5.02E+17,511953244,Rise in calls to suicide helpline http://t.co/YbOJm7meeS,0,2,4&6,,
5.02E+17,351251799,"And all I ask is that you know that there are people who can help you. ""Suicide is a permanent solution to temporary problems"" RW",0,2,4&5,,
5.02E+17,565690171,This is what post concert depression looks like http://t.co/80TTlWi1B4,0,7,3,rhetoric,
5.02E+17,170668608,"Honestly, @_bg37 would be a take I would value with this. We shouldn't be so eager to accept a man wanting suicide by cop and being obliged.",0,1,7,reaction to news?,
5.03E+17,24989950,Learn about suicide prevention &amp; mental health so you can help yourself and those around you live a happy life. http://t.co/hYoOFn9LRQ,0,1,4,,
5.03E+17,351275342,This latest blogpost was a bit taxing.  Writing about depression is always rough. But it's such a release,0,4,1,maybe risk of emotional disstress,
5.03E+17,2495243605,Giving back can change lives. This man battled depression with #volunteering: http://t.co/1Il1Pvjeb9,0,1,4,,
5.03E+17,2548682346,"@ddlovato  advice for being bullied and anxiety/depression? life sucks for me, always called ugly, annoying weird. #votedemilovato",0,4,1,,
5.03E+17,1409712020,Henry Rollins attacks Robin Williams's decision to take his own life #Music http://t.co/2rnICNGhNC,1,6,6,,
5.04E+17,470130957,Henry Rollins Apologizes for His Comments on Suicide in Another Column: Just days after penning an incendiary ...  http://t.co/pSH0jQcHZH,0,5,6,,
5.04E+17,70704948,"Robin Williams Speaking To Us From The Other Side... http://t.co/627qVI579n via @GalacticConnect
Wonderful message of SPREADING LAUGHTER.",0,7,5,,
5.04E+17,2462951971,#Auto‰ÛÜNews‰ÛÜ Suicide bombing of Shi‰Ûªite mosque in Baghdad kills at least nine ‰ÛÒ sources ‰ÛÒ euronews http://t.co/MeJ5i33dDi,0,3,7,,
5.04E+17,351384713,"Class X student commits suicide, blames teacher: Allegedly beaten up by his teacher, a 17-year-old boy, a student... http://t.co/1F5PsNiXw8",0,5,6,,
5.05E+17,2195056350,Peace keepers commit suicide everyday when they enter war zones to help in any way.,0,5,7,rhetoric,
5.05E+17,1335436026,@afooltocry @FindingMeJ13 BB is an idiot. Suicide is not heroic.Better2 have Sook prego w/Alcides baby. Ask Bill if he wants2help raise it?,0,2,6,,
5.05E+17,36817721,No one should ever feel like suicide is their only way out. If your ever feeling this way please find an alternative to be your escape.,0,1,4,,
5.05E+17,2561358384,"In the late 19th century in Great Britain, attempted suicide was deemed to be equivalent to attempted murder &amp; could be punished by hanging.",1,6,6,historical information,
5.05E+17,287440041,What kind of guy tells a depression girl to kill her self,0,3,4,reaction to news?,
5.05E+17,25621612,"Dude, 
My two cousins and I broke down crying when they announced that MJ died. ; This was a 3 month long depression http://t.co/XhccSUWEIN",0,5,1,overcome depression,
5.06E+17,709191896,Watching the sunset and or rise at least 2-3 times per week can fight off depression and help you live longer.,0,1,4,,
5.06E+17,885700332,My mom said i dont look healthy at all nd that i look like im under a shit load of depression and stress. Wth!,0,4,3,seems not true,
5.06E+17,1417291334,"In the late 19th century in Great Britain, attempted suicide was deemed to be equivalent to attempted murder &amp; could be punished by hanging.",1,6,6,historical information,
5.06E+17,1600438610,3 of them we're for suicide. So when people ask for help I'm always there to dig them out of that slump of sadness,0,2,4,,
5.06E+17,2428651597,"In the late 19th century in Great Britain, attempted suicide was deemed to be equivalent to attempted murder &amp; could be punished by hanging.",1,6,6,historical information,
5.06E+17,2261389356,"In the late 19th century in Great Britain, attempted suicide was deemed to be equivalent to attempted murder &amp; could be punished by hanging.",1,6,6,historical information,
5.06E+17,65653939,two of our neighbors have committed suicide in the past days.. that's quite sad..,1,5,5,reaction to news,
5.07E+17,557709558,"Haunting words from depression sufferers: Haunting words from depression sufferers, Misconceptions are laid bare... http://t.co/UZgVQNsAdN",0,7,4,,
5.07E+17,56211939,"We Need Your Help.
1 in 4 Americans are affected by mental illness. Suicide is the 10th leading cause of death... http://t.co/f0MXrL5zPQ",0,2,4,,
5.07E+17,31877693,"Thank You Robin Williams - A few of weeks ago the world suffered as Robin Williams became one of the 39,000 Americ... http://t.co/CLzqyu6eOG",0,7,5,,
5.07E+17,158105246,On the verge of the suicide of thoughts.,1,1,1,,
5.07E+17,921547358,Online Help for Depression - Talk to a Therapist Online via Skype: http://t.co/1T83tMu7M7 via @youtube. Visit my website and CONTACT ME.,1,4,4,,
5.07E+17,2489125224,Actionable #advice on how you can learn to deal with #failure #guilt #depression and get #Happy!åÊhttp://t.co/lf9cgvbsHeåÊ#inspiration,1,4,4,,
5.08E+17,1451802416,Need help with depression issues? Know someone who needs help? Find out how to help on Sept. 25th @ 6:30PM http://t.co/1pM8IydSPP,0,2,4,,
5.08E+17,340543385,Finally. A celebrity who didn't die from an overdose or suicide. Well done little lady.,1,6,6,,
5.08E+17,2446405226,"@gunplauuuyy Hun , Are You Okay In The Head ? You Really Need To Seek Help.Stop Making Accts To Keep Up With Him , That's Some Crazy Shit.",0,2,4,,
5.08E+17,497301055,"Ted Cruz Dings Paul Ryan For Calling Shutdown ""Suicide Mission"" In His Book BuzzFeed Ted‰Û_ http://t.co/wv7buq2AlH",0,2,7,,
5.08E+17,2489480191,"Just like other illnesses, depression can be treated so that people can live happy, active lives.-Tom Bosley",0,1,4,,
5.08E+17,2337802157,"Suicide: Every 40 seconds someone in the world takes their own life, a global tally of more than 800,000 suici... http://t.co/mUOiCvSY2K",0,6,4&6,,
5.08E+17,2556322759,"Suicide: Every 40 seconds someone in the world takes their own life, a global tally of more than 800,000 suici... http://t.co/moP4u4hVBI",0,6,4&6,,
5.08E+17,112162842,"Suicide: Every 40 seconds someone in the world takes their own life, a global tally of more than 800,000 suici... http://t.co/kuE7BVtuez",0,6,4&6,,
5.08E+17,2554331270,"Sadly, mental torture is becoming more and more common these days. It's mostly known as high depression level.",0,5,4,,
5.08E+17,2553807487,Suicide is awful but I'd much rather someone take their own life than to take someone else's life.,1,6,6,reaction to news?,
5.08E+17,127430643,"Today's ""everybody miss their parent"" day. Brittani and her mom and them me and my dad. Yay for depression.",1,5,5,maybe risk of emotional disstress,
5.08E+17,2171393664,I think Joan River's is one of the very few famous people to not have died from drug overdose or suicide.,1,6,6,,
5.08E+17,146218332,@Bonn1eGreer  a team from u 2 help  @cooltan4  180k  cuts #mentalhealth needs  help  Iam walking 4 suicide ect  https://t.co/xudoptdM0A,0,2,4,,
5.08E+17,76557237,News | Girls found hanging in Assam 'committed suicide' http://t.co/zu4dlJyYQ9,1,6,6,,
5.08E+17,1524157556,I have been battling depression a long time and have been thinking that s... [r/AdviceAnimals] http://t.co/TP5GsMUou1 http://t.co/VSp5Dx7mFW,0,4,1,,
5.08E+17,2289783194,"Assam Schoolgirls Found Hanging From Tree Committed Suicide, Were Not Raped: Post-Mortem Report: Two schoolgir... http://t.co/pWqoollxVX",1,6,6,,
5.08E+17,592250833,Could Robin Williams Have Been Saved from Suicide If Loved Ones Had Cared a Little More? http://t.co/yf0zBt6C6S,0,7,4&6,,
5.08E+17,2761962011,@TheDrGinger @healthmediagal1 @CarolAltFNC @ModelCarolAlt @NutritionTwins I am an average american mom. I almost lost my life to suicide.,0,4,1,,
5.09E+17,2758523277,I will be wearing depression with a side of shame to class tomorrow,0,7,1,,
5.09E+17,2714217828,#Movies #Celebrity G.R.L.‰Ûªs Simone Battle‰Ûªs Death Officially Ruled a Suicide http://t.co/LBJXwHhiTM,0,7,6,,
5.09E+17,1923870720,"@mensdepression One Suicide every 40 Second: Why are we Killing Ourselves?
http://t.co/gnW4xxTigR  Please share",0,3,4&6,,
5.09E+17,2324302332,"tomorrow is suicide prevention day. If u ever feel like u dont want to hold on, feel free to talk to anyone ((me im free))",0,1,4,,
5.10E+17,2316488252,ISIS Suicide Bomber Kills Leader Of Top Syrian Jihadist Group‰Û_ http://t.co/SKWQSdb1r8  #tcot,0,3,7,,
5.10E+17,262757430,"It's Suicide Prevention Day today. If you need advice then seek help, it's not a sign of weakness. You *are* important to someone.",0,2,4,,
5.10E+17,162485114,Today is National suicide prevention day. Ask For Help | The Trevor Project http://t.co/STH0N5A8Wy,0,2,4,,
5.10E+17,1658977632,Loop 101 closed in Glendale after suicide: The westbound lanes of Glendale Avenue were shut down Wednesday afternoon near Loop 101 af...,0,2,6,,
5.10E+17,485089946,"A friend of mine committed suicide 4 years ago, still hurts like hell, bastard owed me money #SuicideAwarenessDay",0,5,2&5,,
5.10E+17,46829428,"Suicide takes 40,000 lives a year. For 15-24 year olds, it is the second leading cause of death.",0,1,4,,
5.10E+17,212106981,"suicide-prevention-week
check out our new book http://t.co/G9ht2I2E30 @BULLY_RESEARCH @CDCInjury @APA @nasponline @AERA_EdResearch",0,7,4,,
5.10E+17,1442872940,"Vet suicide... THIS IS A CRISIS AMERICA! ""A U.S. military Veteran commits #suicide every 65 minutes"" http://t.co/C82qZm0n9F",0,7,4&6,,
5.10E+17,494159106,OMG I just attempted suicide using @CocaCola insecticide/battery cleaner/diabetes stimulant.  I dont want to die.,1,1,1,,
5.11E+17,15099384,"""No one else can play my part because I'm a mental health advocate who has walked the road of depression.‰Ûù #NSPW14 http://t.co/hCq4GnD9Vz",0,4,1,overcome depression,
5.11E+17,414760214,"Quote to end national suicide prevention week... If you save 1 life, you may not be able to save the world, but you can save someone's world",0,1,2&4,,
5.11E+17,1677563209,How to help people having suicidal thoughts or depression http://t.co/vAJpexipwu   #SuicidePreventionAwarenessMonth http://t.co/O71j4d7FYf,0,1,4,,
5.12E+17,2751674628,Taliban suicide bombing kills 3 soldiers in NATO convoy - Los Angeles Times: ABC NewsTaliban suicide bombing k... http://t.co/XSPQa5iYZV,0,3,7,,
5.12E+17,1103175912,A Blood Test For Depression Proves The Illness Is Not A Matter Of Will http://t.co/0TjpujFuTs via @HealthyLiving,0,4,6,,
5.12E+17,2712111883,Helping Children Avoid Depression http://t.co/RInn7keUHA #psychology #healthnews,1,4,4,,
5.13E+17,264458256,@deedz1992 @BBCWorld  Suicide is were you want to die.... We want to live but will take chances on how and where we live. #marsone,1,1,1,maybe risk of emotional disstress,
5.13E+17,333598336,Sleeping with one leg hanging off the bed is suicide.,0,6,7,rhetoric,
5.13E+17,1587725528,"Man kills daughter, six grandchildren in Florida murder-suicide http://t.co/ZkZbJFzrUK via ReutersUS",0,3,6,,
5.13E+17,366718267,"#Australia Suicide bombing, shelling kill 14 in Baghdad: Suicide bombing, shelling kill 14 in Baghdad... http://t.co/VhSJbcDvIE #Bahrain",0,3,7,,
5.14E+17,1678467301,One of my 15 year old cousins friends committed suicide yesterday. What is the world coming to.,1,5,5,,
5.14E+17,2440483345,Really starting to feel that post-lunch depression,1,7,7,rhetoric,
5.14E+17,476249574,@ConorDelGey She's said powerful stuff on mental health and suicide regarding Kurt. She's insightful when she tries lmao,1,4,4,,
5.14E+17,1667738053,An app that can tell you if your mental health is affecting your academic performance http://t.co/gs9TdZjgpg #studentlife #stress#depression,1,4,4,,
5.15E+17,2399828352,Mississippi tea party leader tied to campaign smear dead in apparent suicide - CNN,0,7,6,,
5.16E+17,2531328219,"I will never understand the minds of those who make suicide/selfharm jokes, and can just go on with their day like everything is fine.",0,1,6,reaction to news?,
5.16E+17,208885659,"Happiness is good HEALTH! I have experienced this myself, your loosing your health and depression starts and you... http://t.co/WUfB6qCFPi",1,4,4,,
5.16E+17,20328062,"@Conflict_Report @cbrulak as it would be too big an economic loss for Russia, but it's a threat hanging over them and political suicide if",0,6,7,rhetoric,
5.16E+17,2241529628,Sometimes I feel like talking to other people who suffer with severe depression would help. I feel so alone. #depressionhurts #depression,1,1,1,maybe risk of emotional disstress,
5.17E+17,1719743426,@EssedikDrafate but many teens commit suicide each day due to this same thing. Why isn't everybody who takes their life acknowledged?,0,5,6,reaction to news?,
5.17E+17,838881872,"Friend, Fellow Activist Comrade Trevor died by suicide a few days ago. He was part of the Anti Eviction Movement... http://t.co/cek3owHi6x",0,5,6,,
5.17E+17,120575794,So many awesome reasons to exercise! Well: How Exercise May Protect Against Depression http://t.co/bcv5yWOBnk #fitspo #healthyliving,1,4,4,,
5.18E+17,1713667794,"@ddlovato OneBrazilianLovatic commited suicide today,she was a lesbian and school personnel to critical,she loved u very much #RIPSophia 50",0,5,5&6,,
5.18E+17,329981904,"@ddlovato OneBrazilianLovatic commited suicide today,she was a lesbian and school personnel to critical,she loved u very much #RIPSophia 101",0,5,5&6,,
5.18E+17,2838311088,@_brittt1 @DarkKard4 SONNY I STILL HAVE THOUGHTS OF SUICIDE BUT I CANT KILL MYSELF CAUSE I FEAR GOD,0,3,1,,
5.18E+17,2193983066,RT @depressednotsad I feel like I don't know what to say. I keep half writing tweets then deleting them #BrainFog #Depression &lt; SNAP!,1,1,1,maybe risk of emotional disstress,
5.19E+17,384274950,Haters drink hypo for your suicide thoughts.,1,1,1,maybe risk of emotional disstress,
5.19E+17,256225110,Suicide Silence isn't the same without Mitch...:/,1,7,7,band name,
5.19E+17,1087681657,@sheridan_king rubbing her depression off on me _Ù÷©_Ù÷Õ,0,7,1,maybe the friend is at risk,
5.20E+17,59837003,@youngmujahideen @Shut_Up_Shaun There have been suicide bombings in the name of Allah way before 9/11,0,2,7,,
5.20E+17,344160709,"Police: Newlyweds die in murder-suicide: It was supposed to be the couple's happiest day: Kelly Ecker, a nurse... http://t.co/r4TDmGr4GI",0,5,6,,
5.20E+17,33716162,"Netizen comment of the day:""Problem with admitting you have depression to anyone is the immediate suggestion of taking prescription for it.""",0,5,4,,
5.20E+17,252170506,"I told you I needed help, that I needed you. You saw how bad my depression got, but still left without offering to pick me off the ground.",0,2,1,,
5.20E+17,519465900,"Indiana doctor, new wife die in post-wedding murder-suicide http://t.co/yc1CtxbiEU",0,7,6,,
5.20E+17,14834379,"There is a suicide in USA every 13 min. It's the nation's 10th-leading cause of death, 2nd-lead killer of ages 15-34: http://t.co/W6eGs5cR6j",0,3,4&6,,
5.21E+17,460175546,On #WorldMentalHealthDay 2 of the best books on depression: The Shock of the Fall by @nathanfiler &amp; The View on the Way Down by @RebeccaWait,0,7,2&4,,
5.21E+17,131532978,You'll took mental illness serious for like a second after robin Williams .. Now you'll joking about Amanda bynes .. she has a illness!!!,0,7,4,,
5.21E+17,337883935,Afghan Police Officer Killed in Suicide Attack http://t.co/iDO9ADHPcJ,0,3,7,,
5.21E+17,1285887756,"Coroner's plea on dissident suicide in police custody
http://t.co/BuoUPYoQ3J",0,7,6,,
5.21E+17,204502572,"Ou tande!!! ""@TheUnusualFact: Girls who have more 'guy friends' than 'girl friends' go through less depression and anxiety.""",0,3,6,,
5.21E+17,2351712637,#Vietnam ISIS suicide bombers kill 28 Kurds in Iraq: ISIS suicide bombers kill 28 Kurds in Iraq    ... http://t.co/3qsKO4t870 #Australia,0,3,7,,
5.21E+17,115812670,"Mr @KnottMatthew's fine piece on depression in aph. http://t.co/R0SH9D5AMl 
Absence of women prolly sez something about stigma difference.",0,7,4,,
5.21E+17,617354136,#usa ISIS suicide bombers kill 28 Kurds in Iraq: ISIS suicide bombers kill 28 Kurds in Iraq    People g... http://t.co/oVrtINjT2F #Texas,0,3,7,,
5.21E+17,2780312575,Female Medical Student Commits Suicide in Hyderabad: A 24-year-old female post graduate medical student allege... http://t.co/rUnJJysERd,0,5,6,,
5.22E+17,254847779,I was watching some suicide documentary and kids as little as 10 years old be hanging themselves and shit,1,6,6,reaction to documentary,
5.22E+17,579723271,Triple suicide bombing hits Kurds in Iraq http://t.co/G81d5dsVVJ,1,7,7,,
5.22E+17,57468644,"Ex-Gov. Alams' Son Commits Suicide, Articles | THISDAY LIVE: http://t.co/mr9Qj2kTmB",0,5,6,,
5.22E+17,2269268624,"MP among dead in Baghdad suicide blast: Shia MP dies in checkpoint bombing that killed at least 25, the latest... http://t.co/rRXHZlct4q",0,3,7,,
5.23E+17,784326547,Hi everyone - just did a blog post on the subject of suicide. Give it a read if you are interested.... http://t.co/VjRsfVP2DB,1,4,4,,
5.23E+17,23997905,_Ù÷Ó ‰ÛÏ@TMZ: #Breaking: War Machine attempted suicide by hanging in jail http://t.co/gs8tVLlDUs http://t.co/8OReJcFPdu‰Ûù @Moefreaak‰Ûù,1,6,6,,
5.23E+17,249922145,"@adams_myth  -&gt;RT @damnitstrue: ""What does depression feel like?"" http://t.co/Rp16HlfmfX",0,1,4,,
5.23E+17,1638904652,‰ÛÏ@TMZ: #Breaking: War Machine attempted suicide by hanging in jail http://t.co/rmRnzj4tGr http://t.co/A8DTEuwLio‰Ûù hmmmmmm,1,6,6,,
5.23E+17,2763858321,I don't wanna get a depression. I have no reason to be depressed. Now why do I feel so sad and empty?,1,1,1,maybe risk of emotional disstress,
5.24E+17,2345504952,"The Final Cut (DVD2004) robin Williams, Mira Sorvino, Jim Caviezel ~ Good Movie! http://t.co/J5kAe1myl3 http://t.co/1JKhEsFA8r",0,7,5,a movie,
5.24E+17,15717071,"""@ReutersIndia: Suicide bomber kills 19, wounds 28 outside Baghdad Shi'ite mosque http://t.co/OaFhj7GlVg""",0,3,7,,
5.24E+17,1231712240,"‰ÛÏ@weirdo_vv: ""What does depression feel like?"" http://t.co/bHnCHy0vrc‰Ûù",0,1,4,,
5.24E+17,290113058,@Morgan_Meryl We all cope in different ways.  I cope by shutting down.  It's why I come online.  It helps me fight against depression.,0,2,1,maybe risk of emotional disstress,
5.24E+17,27080715,Help for menopausal mood swings and depression-http://t.co/fJQOtt7OfE #SHEEX #menopause #hotflashes #health #healthtips #sleep,1,4,4,,
5.24E+17,2511645251,Suicide is thought about the most when I'm in this teachers class. Fuck you Lauren. #worstteacherever,1,3,3,,
5.25E+17,549567267, @hardlyniall im literally cringing at this girl what the actual fuck she needs to seek help what the fucks mpreg,0,2,4,,
5.25E+17,24040410,More Evidence That Exercise May Help Fight Depression Ì¢åÛåÒ WebMD http://t.co/xMbqBQYzHO,1,4,4,,
5.25E+17,2849548250,My step moms close friend committed suicide the other day. Her 12 year old boy was the one who found her hanging in the closet...,0,5,6,or 5?,
5.25E+17,15917758,Suicide is the third cause of death among young people.  If you know of anyone who needs help call 1-800-273-TALK.,0,2,4,,
5.26E+17,2587516082,"#lakeconcordia I just watched this movie on YouTube called ""suicide room"" and believe me it helped me see a lot .... http://t.co/q66SPfUGTQ",0,2,6,reaction to a movie,
5.26E+17,147920781,@afspnational @FORSCOM @afspnyc #Suicide reflects profound feelings of worthlessness aroused by multiple issues. http://t.co/7zrBP4Pl4O,0,1,4,,
5.27E+17,448319928,boys-and-suicide: You don‰Ûªt get to judge about our depression blogs being negative if you haven‰Ûªt even been... http://t.co/1m8dmlYYdF,1,4,4,,
5.27E+17,73747558,"If you‰Ûªre feeling like you need help or want to talk 
 In the U.S., call 1-800-273-8255
National Suicide Prevention Lifeline",0,2,4,,
5.27E+17,470217997,Police say Seattle man kills daughter and granddaughter before committing suicide http://t.co/RmqRMJvgxD,0,3,6,,
5.27E+17,70612102,@TayStern FOR REAL. I'm already preparing myself for the depression that comes when college football is over.,0,7,3,,
5.27E+17,1135585644,The Gorilla Foundation broke the news to Koko over R.Williams death to take pixs of her crying! FOR WHAT?? she was under depression already,0,7,6,reaction to news,
5.28E+17,267828230,"""@BasedKvle: Suicide prevention hotline: 
1-800-273-8255"" If you need help _Ùªè",0,2,4,,
5.28E+17,2776322736,Iran: A horrific scene of a frustrated worker committing suicide http://t.co/B92PWk1P01 #iran #health #Headline,0,4,6,,
5.29E+17,134304076,Yea I have depression and if you can't accept that part of me and learn to live with it then get the fuck out of my life,1,1,1,maybe risk of emotional disstress,
5.29E+17,2573629831,@Nashgrier do you give good advice because my friend tried to commit suicide on Friday and i have been crying since,0,4,1,maybe risk of emotional disstress,
5.29E+17,1670673139,(#TeambrianMundial)- Suicide Bomber Kills 2 in Northeast Nigerian City: Suicide bomber ki... http://t.co/ehVnTCadLi (#TeambrianMundial)-,0,3,7,,
5.30E+17,718799630,Getting at least 8 hours of sleep reduces depression risk and eliminates thoughts of suicide.,0,1,4,,
5.30E+17,1655150102,"@FrankieTheSats frankie, can i ask you if there is 1 thing that helps keep ur depression in check?",0,2,4,offering support?,
5.30E+17,2852024501,Chronic illnesses such as lupus can cause depression,0,7,4,,
5.30E+17,873758575,"when your teacher tells the class that depression is something you can just ""get over'' how do people like that still exist",0,3,1,maybe risk of emotional disstress,
5.30E+17,2816547888,[CS 11/5/14] a suicide mission are you serious via /r/homestuck http://t.co/wKmw2MVTGv http://t.co/fvljzGpktp,0,5,7,,
5.31E+17,1638698492,I am not clinically depressed so I don't know what it is to live with depression in true sense but I have heard a... http://t.co/DuCOCM1Bqf,0,1,4,,
5.31E+17,22689776,"There Is Talk of a Mission To Mars Which is Basically a One Way Trip That Was Never Designed to End Well,It boils down to a Suicide Mission?",0,1,7,,
5.31E+17,386231660,#TweetLikeANeurotypical suicide is so selfish it couldn't have been that bad they should've asked for help http://t.co/oGqckNTrar,0,2,6,reaction to news?,
5.31E+17,17741758,Taliban suicide attack kills one at police HQ http://t.co/064GBqmHP6 via @reuters #UFO4UBlogWorld,0,3,7,,
5.32E+17,620538411,MOM I CANT HELP WITH THE YARD I HAVE POST LIVESTREAM DEPRESSION,1,1,1,maybe risk of emotional disstress,
5.32E+17,1122959527,Suicide bomber dressed in school uniform kills 48 students in Nigeria http://t.co/NledzOZwnT,0,3,7,,
5.32E+17,126477052,"MT: ""@MeghanMBiro: Rise of the Psychologically Healthy #Workplace - Destroy Depression Series http://t.co/VF0vr0edzY via @LifeChangeHQ""",0,4,6,,
5.32E+17,33317317,"Rolling Stones cancel Australian shows again; last yr Jagger's girlfriend's suicide, this yr he's ill - http://t.co/6cQOdol3cf",0,3,6,,
5.32E+17,2151499746,"Suicide Bomb at Nigerian High School Kills 48 Students -  Forty-eight students were... http://t.co/F7FSyCXb9c
 #BokoHaram #MusaIbrahimYahaya",0,3,7,,
5.33E+17,2753056470,"http://t.co/NsOPscIosO
We need your help! Please consider donating to our IndieGoGo Campaign
#indiegogo #depression #bipolar #mentalillness",1,2,2,,
5.33E+17,1699348549,"LOVING YOU IS A SUICIDE,
BUT FOR YOU I'D DIE EVERYDAY. _ÙÕ_‰_Ò
@Harry_Styles can you please follow me? _ÙÎü
I LOVE YOU. _ÙÕ÷  2.234",0,5,7,rhetoric,
5.33E+17,1275331532,""" The top 3 health-related searches on the internet are (in this order): depression, allergies and cancer.""",0,4,6,,
5.33E+17,24326012,Don't know why y'all insist on posting the vid of the dude singing to the newborn after the wife died. Depression going up on a Friday.,0,5,1,maybe risk of emotional disstress,
5.33E+17,180037191,Should I take my own life because I suffered schizoaffective problem when I was a child? #schizoaffective #suicide,0,6,1,,
5.33E+17,948094740,How To Beat Depression And Feel Happy Once Again - http://t.co/srqJcos7yw,0,1,4,,
5.33E+17,1072571784,‰ÛÏ@fistingniaII: suicide is a temporary feeling to a permanent action ‰ù_•üè‰Ûù http://t.co/g0hQEwrbSo,0,1,4,,
5.34E+17,14339835,Actuary speaking at #stopthekilling now: road accidents biggest case of death for women 20-40 &amp; 2nd biggest for men 20-40 after suicide,0,7,6,,
5.34E+17,232710107,Palestinian family rejects suicide verdict on driver found hanged in bus http://t.co/U7lLlJuPvh,1,6,6,,
5.35E+17,20165789,"Tonight's #SleepyHollow included mental health patients, suicide attempts, reunited families, and even slipped some slavery imagery #done",0,4,6,,
5.35E+17,1082433805,"Having negative friends is linked to depression, low self esteem, insomnia and anxiety. Positive friends promote overall good health.",1,4,4,,
5.35E+17,98189206,"The rain of missiles and terrorist attacks on bus stops and cafes.
The Second Intifada, in which several people were killed by suicide",0,3,7,,
5.35E+17,621419621," @nypmetro Think about it, this WHOLE subway - pushing on the tracks, committing suicide on the tracks was like a deluge starting this year!",0,5,6,reaction to news?,
5.35E+17,329424102,"Get the fuck""@IntThings: Not having enough sex can put you at risk of anxiety paranoia and depression.""",0,3,6,reaction to news?,
5.35E+17,747230263,It is National Suicide for SA to keep Zuma in place. ZUMA MUST GO! #Zuma,1,7,7,rhetoric,
5.35E+17,277791366,I really just fstw. This is not me. I do need to seek help _Ù÷©,0,2,1,maybe risk of emotional disstress,
5.36E+17,2473118046,Suicide verdict on man found hanged at Shrewsbury flat  http://t.co/cnUORG7kI4,1,6,6,,
5.36E+17,1223704766,they don't even go into a depression period before they have their next girl but wanna tell you they miss you nigga r u high?,0,5,7,,
5.36E+17,164539117,"@sportspickle LeBron *DESPISES* suicide &amp; mental health awareness; Why he is a DANGER to America // My column:
https://t.co/PBXM4TB7hG",0,4,2&4,,
5.36E+17,1262450292,@MRCLEMMENCE this nigga needs to seek help mate,0,2,3,not sure what this is about,
5.37E+17,2753359816,Afghan Officials Say Suicide Bomber Kills Some 45 http://t.co/VNnF5wy9U3 http://t.co/Qc7nbycRHp,0,3,7,,
5.37E+17,473937916,@ashrossdavis these are the things that stop me committing suicide on a Sunday night haha,0,5,3,,
5.37E+17,1107098821,http://t.co/MyMgDSsV1z #IE: Suicide bomber kills 45 at volleyball match in Afghanistan - Reuters,0,3,7,,
5.37E+17,579952587,"Death toll rises to at least 50, more than 60 wounded in suicide bomb attack in ... - Indian Express http://t.co/ROHyAIDqwY",1,7,7,,
5.37E+17,2367291115,Between the ages of 15 and 24 suicide is the 2nd leading cause of death. Don't be afraid to ask for help #yourenotalone,0,2,4,,
5.37E+17,75826953,"Depression, did I say I missed you?
Then why do you keep coming back?",0,5,1,maybe risk of emotional disstress,
5.37E+17,1138536956,"Suicide affects the Vet community greatly. We need legislators who know this and will help the VA w/ Mental Health.
http://t.co/SWblEzJg6D",0,2,4,,
5.37E+17,240886038,I need to seek help...,0,2,1,maybe risk of emotional disstress,
5.38E+17,1631398213,Imma end up in the hospital with all this stress and depression.,0,1,6,news not from media?,
5.38E+17,2236865520,"Fact: 22 veterans will commit suicide today.
154 per week
669 per month
8,030 per year. #Mission22
http://t.co/nfjZrjsqKT",0,5,4&6,,
5.38E+17,620451524,"Suicide attack kills 5, including British national - Fox News http://t.co/XOvG7uHJek",0,3,7,,
5.38E+17,43582755,"Girls hanged from tree died by suicide, not murder, Indian authorities say - The Globe and Mail http://t.co/c4VbwUjF85",1,6,6,,
5.38E+17,620462489,"Girls hanged from tree died by suicide, not murder, Indian authorities say - The Globe and Mail http://t.co/y8kZwcDE57",1,6,6,,
5.38E+17,78836856,"Atlanta - Business&gt;India Probe: Girls Found Hanged in Mango Tree in Suicide Pact, Not Raped http://t.co/wMwdYyiFv6",1,6,6,,
5.38E+17,2840378924,Girls found hanged from tree in India 'were NOT raped' and 'committed suicide'.. http://t.co/BfaKI0z8gQ,1,6,6,,
5.39E+17,2888800631,"to depression, dissociation to chronic pain, insomnia to numbness (and many, many more). These symptoms can cause so much distress that they",0,7,4,,
5.39E+17,2185311547,RT @ProcopioIV: This kid committed suicide and jumped into the Detroit river a few days ago and left clues. Sa,0,5,6,,
5.39E+17,2579323129,"People who die of suicide don't want to end there life , they want to end their pain .",0,1,4,,
5.39E+17,393526327,Study shows that #teens need a little extra help to follow through with treatment for #depression. http://t.co/vsA0hXPS7t,0,2,4,,
5.39E+17,2615559686,To be #disappointed is normal. Shutting down and off from people because of #disappointments is #depression. http://t.co/eWODkYdNfH,0,2,4,,
5.39E+17,269938416,"""Suicide is the most selfish thing you can do"" I'm saying who said that. But you better shut the fuck up man.  Rip @Heath_Vass Rip Philip",0,2,5&6,reaction to news?,
5.39E+17,2446717923,Suicide blast hits Afghan funeral http://t.co/Ty0E6AHMTP,1,7,7,,
5.40E+17,90970916,In the wake of the Ohio State football player's suicide the @WSJ examines the Mental Health of a College Athlete http://t.co/1bKZCdMWA5,0,4,4&6,,
5.40E+17,238456703,"More than 62,000 married men committed suicide in year 2011 alone, as per official records of the National Crime... http://t.co/uvLe0Jyd9S",0,5,4&6,,
5.41E+17,1055268859,"Very sad news about Charlotte Bevan. #MentalIllness is a serious business. If you feel depressed please seek help, it is out there",0,1,4,,
